ZCTA5CE10,longt,lat
44609,-80.99,40.92
44610,-81.80,40.56
44611,-82.09,40.60
44612,-81.46,40.64
44613,-81.60,40.71
44614,-81.59,40.89
44615,-81.07,40.57
44618,-81.69,40.77
44620,-81.21,40.58
44621,-81.30,40.43
44622,-81.48,40.55
44624,-81.66,40.61
44625,-81.00,40.76
44626,-81.38,40.69
44627,-81.83,40.67
44628,-82.16,40.54
44629,-81.45,40.36
44632,-81.31,40.96
44633,-81.93,40.63
44634,-81.05,40.83
44637,-82.03,40.48
44638,-82.14,40.65
44640,-81.15,40.98
44641,-81.24,40.87
44643,-81.30,40.64
44644,-81.18,40.69
44645,-81.72,40.91
44646,-81.50,40.81
44647,-81.57,40.80
44651,-80.95,40.63
44652,-81.33,40.90
44653,-81.37,40.44
44654,-81.87,40.54
44656,-81.34,40.57
44657,-81.09,40.74
44659,-81.70,40.69
44661,-82.11,40.60
44662,-81.56,40.71
44663,-81.45,40.46
44666,-81.63,40.84
44667,-81.77,40.83
44669,-81.16,40.80
44670,-81.19,40.76
44671,-81.37,40.65
44672,-81.03,40.92
44675,-81.25,40.50
44676,-82.04,40.69
44677,-81.86,40.87
44678,-81.35,40.57
44680,-81.54,40.60
44681,-81.66,40.50
44682,-81.41,40.40
44683,-81.32,40.35
44685,-81.42,40.96
44687,-81.72,40.54
44688,-81.26,40.68
44689,-81.66,40.65
44690,-81.69,40.61
44691,-81.98,40.81
44693,-81.19,40.30
44695,-81.18,40.44
44697,-81.42,40.61
44699,-81.28,40.28
44702,-81.38,40.80
44703,-81.38,40.81
44704,-81.34,40.80
44705,-81.33,40.83
44706,-81.42,40.75
44707,-81.35,40.76
44708,-81.44,40.82
44709,-81.39,40.84
44710,-81.43,40.79
44714,-81.36,40.84
44718,-81.45,40.85
44720,-81.43,40.90
44721,-81.33,40.89
44730,-81.26,40.77
44802,-83.42,41.05
44804,-83.53,41.11
44805,-82.32,40.87
44807,-82.88,41.06
44809,-83.29,41.13
44811,-82.84,41.24
44813,-82.53,40.60
44814,-82.47,41.32
44815,-83.24,41.25
44816,-82.35,41.33
44817,-83.55,41.20
44818,-83.00,41.00
44820,-82.97,40.82
44822,-82.40,40.56
44824,-82.81,41.38
44825,-82.94,40.95
44826,-82.48,41.24
44827,-82.76,40.82
44828,-82.86,41.23
44830,-83.40,41.17
44833,-82.79,40.71
44836,-83.05,41.24
44837,-82.48,41.02
44838,-82.26,40.77
44839,-82.56,41.38
44840,-82.18,40.79
44841,-83.31,41.25
44842,-82.22,40.65
44843,-82.41,40.69
44844,-83.26,40.99
44846,-82.61,41.32
44847,-82.71,41.23
44849,-83.13,40.81
44850,-82.68,41.04
44851,-82.41,41.10
44853,-83.30,41.06
44854,-82.86,40.94
44855,-82.59,41.10
44856,-82.86,40.79
44857,-82.58,41.22
44859,-82.33,41.02
44861,-83.15,41.24
44864,-82.32,40.66
44865,-82.68,40.99
44866,-82.19,40.92
44867,-82.99,41.15
44870,-82.74,41.43
44874,-82.37,40.97
44875,-82.65,40.89
44878,-82.52,40.95
44880,-82.22,41.03
44881,-82.88,40.87
44882,-83.14,40.95
44883,-83.17,41.12
44887,-82.79,40.92
44889,-82.38,41.25
44890,-82.72,41.08
44901,-82.51,40.79
44902,-82.51,40.76
44903,-82.53,40.78
44904,-82.61,40.67
44905,-82.47,40.78
44906,-82.58,40.77
44907,-82.52,40.73
45001,-84.71,39.14
45002,-84.73,39.20
45003,-84.79,39.59
45005,-84.30,39.54
45011,-84.50,39.43
45013,-84.65,39.41
45014,-84.55,39.33
45015,-84.54,39.36
45030,-84.76,39.26
45032,-84.01,39.50
45033,-84.76,39.18
45034,-84.25,39.36
45036,-84.22,39.44
45039,-84.24,39.33
45040,-84.31,39.35
45041,-84.70,39.21
45042,-84.44,39.55
45044,-84.38,39.45
45050,-84.36,39.45
45051,-84.65,39.10
45052,-84.78,39.14
45053,-84.78,39.35
45054,-84.07,39.44
45056,-84.74,39.49
45062,-84.55,39.48
45064,-84.60,39.57
45065,-84.21,39.37
45066,-84.22,39.55
45067,-84.48,39.49
45068,-84.06,39.53
45069,-84.41,39.34
45070,-84.56,39.59
45101,-83.74,38.69
45102,-84.20,39.02
45103,-84.14,39.10
45106,-84.07,38.94
45107,-83.97,39.29
45111,-84.29,39.20
45112,-84.14,38.79
45113,-83.98,39.40
45115,-83.70,38.82
45118,-83.93,39.17
45120,-84.09,38.82
45121,-83.90,38.87
45122,-84.12,39.22
45123,-83.39,39.35
45130,-84.00,38.91
45131,-83.97,38.79
45132,-83.60,39.34
45133,-83.58,39.16
45135,-83.54,39.35
45140,-84.24,39.26
45142,-83.81,39.21
45144,-83.61,38.71
45145,-84.01,39.15
45146,-83.80,39.32
45147,-84.29,39.21
45148,-83.88,39.29
45150,-84.23,39.17
45152,-84.12,39.35
45153,-84.18,38.87
45154,-83.92,39.06
45155,-83.75,39.04
45156,-84.22,38.81
45157,-84.23,38.96
45158,-84.09,39.18
45159,-83.69,39.33
45160,-84.14,39.12
45162,-84.08,39.27
45164,-83.78,39.55
45166,-83.69,39.48
45167,-83.80,38.77
45168,-83.76,38.84
45169,-83.65,39.50
45171,-83.80,39.01
45172,-83.39,39.07
45174,-84.31,39.16
45176,-84.02,39.08
45177,-83.84,39.46
45202,-84.50,39.11
45203,-84.53,39.10
45204,-84.57,39.10
45205,-84.58,39.11
45206,-84.48,39.13
45207,-84.47,39.14
45208,-84.43,39.13
45209,-84.43,39.15
45211,-84.60,39.16
45212,-84.45,39.16
45213,-84.42,39.18
45214,-84.54,39.12
45215,-84.46,39.24
45216,-84.48,39.20
45217,-84.50,39.17
45218,-84.52,39.27
45219,-84.51,39.13
45220,-84.52,39.15
45223,-84.55,39.17
45224,-84.53,39.20
45225,-84.55,39.14
45226,-84.42,39.11
45227,-84.39,39.15
45229,-84.49,39.15
45230,-84.39,39.07
45231,-84.54,39.25
45232,-84.51,39.18
45233,-84.67,39.12
45236,-84.40,39.21
45237,-84.45,39.19
45238,-84.61,39.11
45239,-84.58,39.20
45240,-84.53,39.29
45241,-84.40,39.28
45242,-84.36,39.24
45243,-84.34,39.18
45244,-84.33,39.12
45245,-84.28,39.06
45246,-84.47,39.29
45247,-84.65,39.22
45248,-84.66,39.16
45249,-84.33,39.28
45251,-84.59,39.27
45252,-84.63,39.27
45255,-84.33,39.06
45301,-84.02,39.71
45302,-84.20,40.40
45303,-84.66,40.22
45304,-84.53,39.99
45305,-84.08,39.63
45306,-84.19,40.46
45307,-83.72,39.58
45308,-84.46,40.13
45309,-84.42,39.84
45310,-84.64,40.35
45311,-84.67,39.63
45312,-84.08,40.06
45314,-83.78,39.75
45315,-84.34,39.86
45316,-83.83,39.80
45317,-84.02,40.17
45318,-84.35,40.13
45319,-83.94,39.92
45320,-84.69,39.75
45321,-84.68,39.87
45322,-84.33,39.90
45323,-83.93,39.85
45324,-83.99,39.82
45325,-84.42,39.69
45326,-84.09,40.14
45327,-84.40,39.63
45328,-84.50,40.12
45330,-84.53,39.65
45331,-84.65,40.10
45332,-84.79,40.00
45333,-84.33,40.25
45334,-84.04,40.45
45335,-83.73,39.63
45336,-84.26,40.44
45337,-84.42,39.98
45338,-84.54,39.85
45339,-84.34,40.01
45340,-84.05,40.37
45341,-84.02,39.88
45342,-84.28,39.63
45344,-84.01,39.96
45345,-84.41,39.74
45346,-84.71,39.98
45347,-84.76,39.88
45348,-84.65,40.33
45349,-83.94,39.99
45350,-84.57,40.32
45351,-84.50,40.34
45352,-84.74,40.05
45353,-84.04,40.29
45354,-84.40,39.91
45356,-84.23,40.16
45358,-84.49,39.99
45359,-84.35,40.05
45360,-84.09,40.33
45361,-84.41,39.96
45362,-84.64,40.29
45363,-84.40,40.24
45365,-84.16,40.28
45368,-83.65,39.84
45369,-83.60,39.95
45370,-84.03,39.61
45371,-84.16,39.94
45372,-83.84,40.01
45373,-84.19,40.03
45377,-84.22,39.90
45378,-84.49,39.90
45380,-84.51,40.24
45381,-84.52,39.73
45382,-84.61,39.90
45383,-84.34,39.96
45384,-83.88,39.72
45385,-83.91,39.67
45387,-83.89,39.80
45388,-84.48,40.33
45389,-84.03,40.06
45390,-84.77,40.22
45402,-84.21,39.76
45403,-84.15,39.77
45404,-84.16,39.79
45405,-84.22,39.79
45406,-84.24,39.78
45409,-84.19,39.72
45410,-84.16,39.75
45414,-84.21,39.84
45415,-84.26,39.83
45416,-84.26,39.81
45417,-84.29,39.74
45418,-84.27,39.70
45419,-84.17,39.71
45420,-84.13,39.72
45424,-84.11,39.85
45426,-84.31,39.80
45428,-84.26,39.74
45429,-84.16,39.68
45430,-84.08,39.71
45431,-84.08,39.76
45432,-84.09,39.74
45433,-84.06,39.81
45434,-84.03,39.72
45439,-84.22,39.70
45440,-84.10,39.67
45449,-84.24,39.66
45458,-84.16,39.60
45459,-84.17,39.65
45502,-83.82,39.93
45503,-83.77,39.96
45504,-83.87,39.95
45505,-83.76,39.91
45506,-83.85,39.90
45601,-82.96,39.31
45612,-83.27,39.22
45613,-82.85,39.03
45614,-82.28,38.93
45616,-83.31,38.75
45617,-83.16,39.28
45618,-83.62,38.89
45619,-82.45,38.47
45620,-82.14,38.96
45621,-82.61,39.11
45622,-82.50,39.38
45623,-82.27,38.64
45624,-83.35,39.17
45628,-83.20,39.39
45629,-82.81,38.65
45630,-83.09,38.70
45631,-82.26,38.82
45634,-82.49,39.18
45636,-82.83,38.59
45638,-82.68,38.56
45640,-82.65,39.02
45642,-83.05,39.05
45644,-82.84,39.45
45645,-82.53,38.57
45646,-83.32,39.08
45647,-82.74,39.29
45648,-83.02,38.92
45650,-83.42,38.74
45651,-82.49,39.28
45652,-83.08,38.83
45653,-82.82,38.89
45654,-82.38,39.37
45656,-82.59,38.88
45657,-83.21,38.85
45658,-82.41,38.76
45659,-82.62,38.67
45660,-83.36,38.99
45661,-83.11,39.04
45662,-82.92,38.79
45663,-83.10,38.75
45669,-82.36,38.49
45671,-83.24,38.97
45672,-82.68,39.20
45673,-82.81,39.20
45674,-82.37,38.88
45678,-82.38,38.60
45679,-83.56,38.98
45680,-82.55,38.45
45681,-83.25,39.31
45682,-82.69,38.81
45684,-83.27,38.67
45685,-82.45,38.93
45686,-82.37,39.01
45688,-82.53,38.73
45690,-83.02,39.13
45692,-82.54,39.11
45693,-83.54,38.81
45694,-82.78,38.75
45695,-82.37,39.16
45696,-82.45,38.61
45697,-83.67,38.93
45698,-82.39,39.29
45701,-82.08,39.31
45710,-82.23,39.20
45711,-81.93,39.42
45714,-81.62,39.32
45715,-81.63,39.60
45716,-82.18,39.46
45719,-82.13,39.40
45721,-81.58,39.57
45723,-81.83,39.22
45724,-81.79,39.38
45727,-81.48,39.64
45729,-81.61,39.41
45732,-82.07,39.52
45734,-81.19,39.64
45735,-81.92,39.25
45740,-82.08,39.48
45741,-82.25,39.06
45742,-81.73,39.29
45743,-81.85,39.08
45744,-81.50,39.54
45745,-81.33,39.62
45746,-81.46,39.61
45750,-81.42,39.43
45760,-82.12,39.02
45761,-82.09,39.43
45764,-82.24,39.45
45766,-82.26,39.32
45767,-81.13,39.54
45768,-81.27,39.41
45769,-82.05,39.11
45770,-81.80,38.98
45771,-81.90,38.98
45772,-81.83,39.14
45773,-81.27,39.46
45775,-82.15,39.08
45776,-82.02,39.19
45778,-81.89,39.35
45779,-81.97,39.00
45780,-82.13,39.37
45782,-82.08,39.49
45784,-81.69,39.39
45786,-81.65,39.50
45787,-81.63,39.47
45788,-81.37,39.51
45789,-81.26,39.55
45801,-84.04,40.78
45804,-84.07,40.71
45805,-84.16,40.73
45806,-84.12,40.68
45807,-84.17,40.81
45808,-83.97,40.83
45809,-84.19,40.85
45810,-83.81,40.78
45812,-83.81,40.69
45813,-84.73,41.19
45814,-83.61,40.90
45816,-83.79,41.00
45817,-83.88,40.88
45819,-84.26,40.62
45820,-84.08,40.83
45821,-84.56,41.23
45822,-84.60,40.55
45826,-84.49,40.44
45827,-84.30,41.00
45828,-84.68,40.49
45830,-84.09,40.91
45831,-84.25,41.11
45832,-84.73,40.93
45833,-84.35,40.83
45835,-83.70,40.76
45836,-83.64,40.79
45838,-84.48,40.74
45840,-83.65,41.03
45841,-83.74,40.87
45843,-83.54,40.78
45844,-84.28,40.92
45845,-84.38,40.33
45846,-84.75,40.41
45849,-84.45,41.01
45850,-83.92,40.70
45851,-84.60,41.03
45853,-84.20,40.99
45854,-83.95,40.76
45855,-84.58,41.09
45856,-84.00,41.12
45858,-83.80,41.11
45859,-83.78,40.68
45860,-84.51,40.39
45861,-84.43,41.08
45862,-84.51,40.67
45863,-84.45,40.91
45864,-84.14,41.10
45865,-84.37,40.39
45866,-84.55,40.49
45867,-83.54,40.90
45868,-83.85,40.97
45869,-84.40,40.46
45870,-83.95,40.56
45871,-84.30,40.49
45872,-83.69,41.19
45873,-84.39,41.12
45874,-84.67,40.79
45875,-84.06,41.02
45876,-84.34,40.93
45877,-83.94,40.96
45879,-84.56,41.13
45880,-84.74,41.07
45881,-83.78,40.95
45882,-84.68,40.68
45883,-84.63,40.41
45884,-84.08,40.55
45885,-84.39,40.57
45886,-84.62,40.99
45887,-84.36,40.71
45888,-84.09,40.60
45889,-83.64,41.15
45890,-83.49,40.98
45891,-84.57,40.88
45894,-84.47,40.77
45895,-84.15,40.57
45896,-83.93,40.60
45897,-83.66,40.83
45898,-84.76,40.74
45899,-84.77,40.80
46001,-85.66,40.25
46011,-85.76,40.13
46012,-85.63,40.15
46013,-85.68,40.05
46016,-85.68,40.10
46017,-85.61,40.07
46030,-86.01,40.17
46031,-86.02,40.21
46032,-86.17,39.97
46033,-86.09,39.98
46034,-86.04,40.13
46035,-86.68,40.19
46036,-85.83,40.30
46037,-85.95,39.96
46038,-86.02,39.97
46039,-86.31,40.37
46040,-85.84,39.93
46041,-86.49,40.30
46044,-85.79,40.21
46045,-86.15,40.29
46047,-85.95,40.28
46048,-85.80,39.96
46049,-86.22,40.30
46050,-86.35,40.20
46051,-85.84,40.06
46052,-86.46,40.04
46055,-85.90,39.89
46056,-85.61,39.98
46057,-86.38,40.34
46058,-86.65,40.36
46060,-85.93,40.07
46062,-86.06,40.06
46063,-85.72,40.27
46064,-85.75,39.98
46065,-86.61,40.42
46068,-86.12,40.38
46069,-86.23,40.14
46070,-85.66,40.34
46071,-86.61,40.12
46072,-86.07,40.29
46074,-86.18,40.04
46075,-86.33,40.03
46076,-85.93,40.36
46077,-86.28,39.98
46103,-86.61,39.69
46104,-85.60,39.66
46105,-86.81,39.76
46106,-86.21,39.51
46107,-86.09,39.72
46110,-85.92,39.56
46111,-86.37,39.54
46112,-86.38,39.87
46113,-86.31,39.63
46115,-85.57,39.74
46117,-85.62,39.82
46118,-86.52,39.65
46120,-86.79,39.51
46121,-86.67,39.68
46122,-86.55,39.77
46123,-86.40,39.76
46124,-85.93,39.37
46125,-86.64,39.52
46126,-85.89,39.62
46127,-85.31,39.71
46128,-86.74,39.66
46130,-85.84,39.68
46131,-86.04,39.47
46133,-85.30,39.59
46135,-86.89,39.66
46140,-85.77,39.80
46142,-86.18,39.62
46143,-86.12,39.60
46144,-85.65,39.66
46146,-85.57,39.59
46147,-86.63,39.97
46148,-85.51,39.81
46149,-86.56,39.89
46150,-85.60,39.54
46151,-86.43,39.45
46155,-85.43,39.74
46156,-85.48,39.48
46157,-86.53,39.55
46158,-86.37,39.58
46160,-86.27,39.35
46161,-85.69,39.67
46162,-85.95,39.55
46163,-85.90,39.73
46164,-86.12,39.32
46165,-86.65,39.85
46166,-86.59,39.43
46167,-86.47,39.88
46168,-86.39,39.69
46171,-86.97,39.54
46172,-86.82,39.83
46173,-85.43,39.60
46175,-86.97,39.82
46176,-85.77,39.53
46180,-86.62,39.60
46181,-86.16,39.38
46182,-85.67,39.46
46183,-86.28,39.65
46184,-86.07,39.56
46186,-85.64,39.89
46201,-86.11,39.77
46202,-86.16,39.78
46203,-86.10,39.74
46204,-86.16,39.77
46205,-86.13,39.83
46208,-86.17,39.82
46214,-86.29,39.79
46216,-86.01,39.87
46217,-86.19,39.67
46218,-86.10,39.81
46219,-86.04,39.78
46220,-86.11,39.87
46221,-86.24,39.69
46222,-86.21,39.79
46224,-86.26,39.80
46225,-86.16,39.74
46226,-86.05,39.84
46227,-86.13,39.68
46228,-86.20,39.85
46229,-85.98,39.79
46231,-86.32,39.72
46234,-86.33,39.81
46235,-85.98,39.84
46236,-85.97,39.89
46237,-86.08,39.67
46239,-86.00,39.72
46240,-86.12,39.91
46241,-86.27,39.73
46250,-86.07,39.90
46254,-86.27,39.85
46256,-86.01,39.91
46259,-85.99,39.65
46260,-86.18,39.90
46268,-86.23,39.90
46278,-86.30,39.90
46280,-86.12,39.94
46290,-86.16,39.93
46301,-86.98,41.69
46303,-87.48,41.37
46304,-87.05,41.61
46307,-87.33,41.40
46310,-87.23,41.18
46311,-87.51,41.47
46312,-87.45,41.65
46319,-87.42,41.53
46320,-87.50,41.64
46321,-87.50,41.55
46322,-87.46,41.55
46323,-87.45,41.59
46324,-87.50,41.58
46327,-87.51,41.64
46340,-86.77,41.38
46341,-87.21,41.31
46342,-87.25,41.52
46345,-86.70,41.53
46346,-86.69,41.47
46347,-87.01,41.30
46348,-86.86,41.31
46349,-87.42,41.11
46350,-86.72,41.61
46356,-87.41,41.26
46360,-86.87,41.69
46365,-86.54,41.61
46366,-86.77,41.22
46368,-87.18,41.59
46371,-86.60,41.68
46373,-87.47,41.45
46374,-86.90,41.21
46375,-87.45,41.49
46376,-87.48,41.18
46377,-87.34,41.19
46379,-87.44,41.17
46381,-87.32,41.17
46382,-86.76,41.47
46383,-87.00,41.46
46385,-87.12,41.46
46390,-86.87,41.42
46391,-86.91,41.55
46392,-87.05,41.18
46393,-87.18,41.51
46394,-87.49,41.68
46402,-87.33,41.60
46403,-87.26,41.61
46404,-87.37,41.58
46405,-87.26,41.57
46406,-87.41,41.60
46407,-87.33,41.58
46408,-87.37,41.54
46409,-87.32,41.55
46410,-87.33,41.48
46501,-86.25,41.23
46502,-85.98,41.26
46504,-86.11,41.30
46506,-86.17,41.46
46507,-85.82,41.72
46508,-85.98,41.15
46510,-85.87,41.12
46511,-86.43,41.22
46514,-85.97,41.72
46516,-85.94,41.68
46517,-86.00,41.62
46524,-86.02,41.30
46526,-85.88,41.55
46528,-85.79,41.61
46530,-86.13,41.74
46531,-86.51,41.36
46532,-86.62,41.42
46534,-86.62,41.29
46536,-86.28,41.52
46537,-86.31,41.46
46538,-85.82,41.33
46539,-86.02,41.17
46540,-85.70,41.68
46542,-85.87,41.39
46543,-85.67,41.54
46544,-86.14,41.62
46545,-86.15,41.69
46550,-86.00,41.45
46552,-86.48,41.71
46553,-85.85,41.48
46554,-86.42,41.56
46555,-85.69,41.33
46556,-86.25,41.71
46561,-86.08,41.66
46562,-85.70,41.21
46563,-86.33,41.36
46565,-85.58,41.69
46567,-85.73,41.41
46570,-86.12,41.21
46571,-85.55,41.57
46573,-86.06,41.54
46574,-86.49,41.47
46580,-85.87,41.21
46582,-85.85,41.28
46590,-85.81,41.22
46595,-86.17,41.53
46601,-86.25,41.67
46613,-86.26,41.65
46614,-86.28,41.60
46615,-86.21,41.67
46616,-86.27,41.70
46617,-86.23,41.68
46619,-86.35,41.66
46628,-86.34,41.72
46635,-86.21,41.71
46637,-86.24,41.73
46701,-85.43,41.36
46702,-85.62,40.83
46703,-85.01,41.65
46704,-85.29,41.10
46705,-85.06,41.52
46706,-85.04,41.34
46710,-85.25,41.35
46711,-84.93,40.66
46714,-85.17,40.72
46721,-84.87,41.42
46723,-85.33,41.24
46725,-85.47,41.15
46730,-85.16,41.45
46731,-85.10,40.80
46732,-85.62,41.38
46733,-84.94,40.83
46737,-84.92,41.72
46738,-85.14,41.32
46740,-84.96,40.60
46741,-84.95,41.21
46742,-84.88,41.55
46743,-84.85,41.22
46745,-85.01,40.95
46746,-85.35,41.72
46747,-85.15,41.56
46748,-85.17,41.25
46750,-85.50,40.88
46755,-85.27,41.45
46759,-85.18,40.60
46760,-85.56,41.35
46761,-85.37,41.63
46763,-85.24,41.30
46764,-85.62,41.22
46765,-85.04,41.23
46766,-85.28,40.71
46767,-85.58,41.47
46770,-85.32,40.83
46771,-85.30,41.69
46772,-84.91,40.72
46773,-84.88,40.98
46774,-84.97,41.09
46776,-85.16,41.73
46777,-85.15,40.87
46779,-85.04,41.57
46781,-85.27,40.64
46783,-85.36,40.97
46784,-85.38,41.50
46785,-84.89,41.32
46786,-85.27,41.53
46787,-85.62,41.07
46788,-84.91,41.27
46791,-85.24,40.84
46792,-85.44,40.69
46793,-85.02,41.46
46794,-85.46,41.47
46795,-85.34,41.55
46797,-84.86,41.13
46798,-85.22,40.94
46799,-85.28,40.91
46802,-85.16,41.07
46803,-85.09,41.07
46804,-85.24,41.05
46805,-85.12,41.10
46806,-85.09,41.05
46807,-85.15,41.04
46808,-85.18,41.10
46809,-85.21,41.00
46814,-85.30,41.05
46815,-85.06,41.10
46816,-85.04,41.00
46818,-85.25,41.15
46819,-85.13,40.97
46825,-85.13,41.15
46835,-85.05,41.15
46845,-85.11,41.20
46901,-86.16,40.53
46902,-86.10,40.44
46910,-86.04,41.04
46911,-85.95,40.63
46913,-86.50,40.50
46914,-86.10,40.63
46915,-86.39,40.48
46917,-86.47,40.62
46919,-85.87,40.59
46920,-86.49,40.46
46922,-86.41,41.14
46923,-86.65,40.61
46926,-86.06,40.88
46928,-85.69,40.41
46929,-86.47,40.55
46930,-85.57,40.41
46931,-86.26,40.95
46932,-86.26,40.60
46933,-85.58,40.48
46936,-85.93,40.48
46938,-85.65,40.45
46939,-86.40,40.99
46940,-85.70,40.69
46941,-85.70,40.82
46943,-85.84,40.97
46946,-85.73,41.04
46947,-86.38,40.76
46950,-86.37,40.88
46951,-86.10,40.95
46952,-85.63,40.60
46953,-85.64,40.52
46957,-85.50,40.39
46958,-86.12,40.82
46959,-86.11,40.62
46960,-86.53,41.16
46961,-86.19,40.77
46962,-85.77,40.99
46967,-86.20,40.69
46968,-86.55,41.18
46970,-86.06,40.76
46974,-85.93,40.95
46975,-86.25,41.07
46978,-86.51,40.86
46979,-86.28,40.43
46982,-85.89,41.06
46984,-85.83,40.67
46985,-86.58,40.95
46986,-85.82,40.50
46987,-85.76,40.57
46988,-86.23,40.88
46989,-85.48,40.45
46990,-85.73,40.90
46991,-85.51,40.63
46992,-85.83,40.79
46994,-86.26,40.67
46996,-86.66,41.06
46998,-86.35,40.57
47001,-84.97,39.07
47003,-84.84,39.56
47006,-85.22,39.29
47010,-84.84,39.50
47011,-85.08,38.88
47012,-84.98,39.42
47016,-84.89,39.38
47017,-85.19,38.94
47018,-85.08,38.99
47020,-84.93,38.82
47022,-84.95,39.20
47023,-85.38,39.08
47024,-85.20,39.48
47025,-84.87,39.16
47030,-85.13,39.43
47031,-85.16,39.12
47032,-85.05,39.08
47034,-85.33,39.20
47035,-84.91,39.31
47036,-85.25,39.39
47037,-85.32,39.16
47038,-84.85,38.85
47040,-84.94,38.93
47041,-85.08,39.23
47042,-85.26,39.01
47043,-85.10,38.79
47060,-84.88,39.30
47102,-85.79,38.76
47104,-85.42,38.54
47106,-85.90,38.46
47108,-86.26,38.64
47110,-86.19,38.10
47111,-85.63,38.46
47112,-86.14,38.20
47114,-86.07,38.29
47115,-86.22,38.35
47116,-86.62,38.32
47117,-85.97,38.11
47118,-86.49,38.30
47119,-85.88,38.37
47120,-86.19,38.46
47122,-85.98,38.30
47123,-86.48,38.27
47124,-86.01,38.37
47125,-86.31,38.46
47126,-85.78,38.55
47129,-85.77,38.31
47130,-85.70,38.34
47135,-86.07,38.04
47136,-85.96,38.24
47137,-86.38,38.19
47138,-85.60,38.68
47140,-86.37,38.38
47141,-85.61,38.55
47142,-86.22,38.08
47143,-85.77,38.47
47145,-86.30,38.33
47147,-85.55,38.59
47150,-85.85,38.29
47160,-86.05,38.16
47161,-86.10,38.32
47162,-85.47,38.55
47163,-85.67,38.53
47164,-86.09,38.40
47165,-86.01,38.50
47166,-86.17,38.31
47167,-86.10,38.61
47170,-85.84,38.68
47172,-85.77,38.40
47175,-86.56,38.36
47177,-85.78,38.60
47201,-85.99,39.16
47203,-85.83,39.23
47220,-86.05,38.88
47223,-85.48,39.05
47224,-85.22,38.89
47226,-85.87,39.28
47227,-85.65,38.87
47229,-85.87,38.80
47230,-85.63,38.80
47231,-85.50,38.90
47232,-85.79,39.11
47234,-85.77,39.38
47235,-86.14,39.00
47240,-85.48,39.32
47243,-85.48,38.67
47244,-85.70,39.22
47246,-85.77,39.30
47247,-85.89,39.06
47250,-85.35,38.82
47260,-86.20,38.84
47263,-85.33,39.31
47264,-86.27,38.97
47265,-85.63,39.01
47270,-85.72,38.84
47272,-85.62,39.41
47273,-85.74,39.07
47274,-85.93,38.97
47280,-85.95,39.30
47281,-86.10,38.79
47282,-85.61,38.98
47283,-85.59,39.17
47302,-85.38,40.13
47303,-85.38,40.27
47304,-85.46,40.23
47305,-85.39,40.19
47306,-85.41,40.20
47320,-85.27,40.28
47324,-84.85,39.74
47325,-85.02,39.69
47326,-84.97,40.55
47327,-85.17,39.83
47330,-85.02,39.79
47331,-85.16,39.63
47334,-85.53,40.12
47335,-85.20,39.81
47336,-85.21,40.40
47337,-85.44,39.80
47338,-85.34,40.34
47339,-85.09,39.96
47340,-85.13,40.18
47341,-84.89,39.97
47342,-85.51,40.32
47344,-85.47,39.88
47345,-85.05,39.89
47346,-85.16,39.93
47348,-85.35,40.46
47351,-85.52,39.91
47352,-85.36,39.80
47353,-84.92,39.63
47354,-85.20,40.05
47355,-84.93,40.05
47356,-85.51,40.03
47357,-85.15,39.76
47358,-85.11,40.05
47359,-85.28,40.55
47360,-85.26,40.02
47361,-85.39,40.00
47362,-85.37,39.93
47367,-85.39,40.08
47368,-85.20,40.18
47369,-85.14,40.51
47371,-84.96,40.42
47373,-85.16,40.34
47374,-84.89,39.83
47380,-85.03,40.29
47381,-84.87,40.38
47382,-84.92,40.24
47383,-85.26,40.15
47384,-85.55,39.91
47385,-85.45,39.83
47386,-85.38,40.05
47387,-85.29,39.84
47388,-85.44,40.00
47390,-84.85,40.21
47393,-85.00,39.96
47394,-84.99,40.17
47396,-85.52,40.19
47401,-86.45,39.09
47403,-86.61,39.08
47404,-86.59,39.22
47405,-86.52,39.17
47406,-86.52,39.18
47408,-86.46,39.23
47420,-86.55,38.91
47421,-86.45,38.86
47424,-86.87,39.02
47427,-87.01,39.24
47429,-86.62,39.27
47431,-86.90,39.24
47432,-86.64,38.49
47433,-86.65,39.36
47434,-86.55,39.01
47436,-86.39,38.95
47437,-86.68,38.71
47438,-87.19,39.16
47441,-87.17,39.04
47443,-87.09,38.96
47446,-86.51,38.74
47448,-86.24,39.17
47449,-87.00,38.93
47451,-86.52,38.89
47452,-86.42,38.64
47453,-86.77,38.93
47454,-86.46,38.52
47455,-86.96,39.32
47456,-86.70,39.46
47457,-86.90,38.91
47458,-86.51,39.07
47459,-86.75,39.11
47460,-86.79,39.28
47462,-86.65,38.96
47464,-86.65,39.30
47465,-87.04,39.05
47467,-86.34,38.77
47468,-86.40,39.27
47469,-86.61,38.62
47470,-86.65,38.81
47471,-87.00,39.14
47501,-87.17,38.66
47512,-87.32,38.78
47513,-86.70,38.31
47514,-86.59,38.16
47515,-86.71,38.18
47516,-87.42,38.77
47519,-86.99,38.60
47520,-86.59,37.99
47521,-86.73,38.40
47522,-86.84,38.89
47523,-87.03,38.17
47524,-87.61,38.49
47525,-86.56,38.03
47527,-86.78,38.47
47528,-87.26,38.84
47529,-87.08,38.86
47531,-86.85,38.04
47532,-86.86,38.22
47535,-87.31,38.87
47536,-86.84,38.11
47537,-87.07,38.11
47541,-87.04,38.24
47542,-86.97,38.30
47546,-86.94,38.42
